Name,IC,Rank IC,AR,IR
0.0007,-0.0134,0.0104,0.7994
0.02,0.0287,0.0886,0.3726
0.0041,0.0124,0.0085,0.0944
-0.0121,0.0097,-0.0946,-0.701
0.0041,-0.0062,0.0349,1.0249
-0.0148,-0.0296,-0.0933,-0.6651
-0.0185,-0.018,-0.088,-0.2331
-0.0211,-0.0281,-0.1039,-0.6433
0.004,0.014,-0.0002,0.0917
0.0046,0.015,0.0111,0.4616
