Name,IC,Rank IC,AR,IR
0.004,0.0024,0.0729,1.4015
0.0115,0.008,0.091,1.7442
0.0097,0.0011,0.065,1.2534
0.0018,-0.0034,0.0621,1.2706
0.0148,0.0186,0.015,-0.3646
0.007,0.0098,0.0485,0.2578
0.0137,0.0046,0.1046,1.9517
0.0141,0.0102,0.0969,1.9234
0.0061,0.0,0.0488,0.9652
0.0105,0.0017,0.0757,1.414
